# alignment_mean,alignment_std,ave_fitness_mean,ave_fitness_std,ave_genome_length_mean,ave_genome_length_std,ave_tree_depth_mean,ave_tree_depth_std,ave_tree_nodes_mean,ave_tree_nodes_std,ave_used_codons_mean,ave_used_codons_std,best_fitness_mean,best_fitness_std,complexity_mean,complexity_std,generalization_mean,generalization_std,invalids_mean,invalids_std,max_genome_length_mean,max_genome_length_std,max_tree_depth_mean,max_tree_depth_std,max_tree_nodes_mean,max_tree_nodes_std,max_used_codons_mean,max_used_codons_std,min_genome_length_mean,min_genome_length_std,min_tree_depth_mean,min_tree_depth_std,min_tree_nodes_mean,min_tree_nodes_std,min_used_codons_mean,min_used_codons_std,precision_mean,precision_std,regens_mean,regens_std,runtime_error_mean,runtime_error_std,simplicity_mean,simplicity_std,time_taken_mean,time_taken_std,total_time_mean,total_time_std,unique_inds_mean,unique_inds_std,unused_search_mean,unused_search_std
5.644099266791863245e-01,1.055775663788269952e-01,5.231512330105370784e-03,1.181358713395433196e-03,2.954110000000000014e+02,6.732376474915814590e+00,8.500000000000000000e+00,0.000000000000000000e+00,2.980055000000000405e+02,6.793381834550455523e+00,1.971034999999999968e+02,4.482468823092904842e+00,5.470061650552222599e-01,8.099311681217562231e-02,7.189985706114285779e-01,1.010590653652626986e-01,6.251054875584740600e-01,1.266969981170357473e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.659750000000000000e+03,7.235459556932096348e+01,1.300000000000000000e+01,0.000000000000000000e+00,1.677750000000000000e+03,6.225501987791827929e+01,1.106750000000000000e+03,4.809560790758341398e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.743055555555555802e-01,7.373875201942810265e-02,7.442538368701934814e+01,7.167994142766850096e+00,7.442538368701934814e+01,7.167994142766850096e+00,4.475000000000000000e+02,2.500000000000000000e+00,1.049999999999999645e+01,5.000000000000026645e-01
6.982369259512600790e-01,3.016599699258055642e-02,2.827859598301095054e-02,3.134834452672935565e-03,1.359095000000000084e+02,8.785214325786249390e+00,9.548999999999999488e+00,3.017366401350686789e-01,1.484729999999999848e+02,9.329081466039408355e+00,9.740849999999998943e+01,6.151314229496004593e+00,6.334102129396685932e-01,2.831494274725602708e-02,8.344461883201810259e-01,6.517265870251674753e-02,6.541443473402598352e-01,5.775978211054416667e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.935000000000000000e+02,5.590169943749474513e+00,2.000000000000000000e+01,0.000000000000000000e+00,7.200000000000000000e+02,2.474873734152916427e+01,4.730000000000000000e+02,1.214495780149111859e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.857434640522875657e-01,7.687204122330659750e-02,1.080658757686614990e+01,6.236596136558472558e+00,8.523197126388549805e+01,1.337551665939973944e+01,8.407500000000000000e+02,4.815340071064555971e+00,1.592500000000000426e+01,4.815340071064531657e-01
7.311961895213550111e-01,3.662228921777386376e-02,8.458492290188146523e-02,6.649085967306201175e-03,1.029044999999999987e+02,9.499844985577395207e+00,9.930500000000000327e+00,2.400682194710492823e-01,1.151400000000000006e+02,1.006732248415634778e+01,7.522649999999998727e+01,6.475845176500133249e+00,6.524960866909749191e-01,1.430124305890595818e-02,8.646185489944757663e-01,7.537348512610385354e-02,6.272780627469405346e-01,8.964113169692937422e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.830000000000000000e+02,8.860022573334674689e+00,2.050000000000000000e+01,5.000000000000000000e-01,6.865000000000000000e+02,6.297817082132506528e+01,4.430000000000000000e+02,3.901922603025334269e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.032873237014104273e-01,5.152221379561806175e-02,1.607289254665374756e+01,7.078223263161969037e+00,1.013048638105392456e+02,2.039425173836695748e+01,1.250500000000000000e+03,3.840572873934303910e+00,1.663333333333333286e+01,2.560381915956214671e-01
7.745063303493827656e-01,1.759066909203780768e-02,1.864885016950472429e-01,1.621650208771104398e-02,1.155714999999999861e+02,1.087064352970881309e+01,1.119299999999999962e+01,4.253527947480775784e-01,1.255285000000000082e+02,1.661571517419578115e+01,8.179900000000000659e+01,1.053055720273148133e+01,7.056244634697838025e-01,1.961375401985250913e-02,7.924973236180249403e-01,3.469620556870824796e-02,7.544409586708160642e-01,1.601427671606022451e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.690000000000000000e+02,1.612451549659709826e+01,2.100000000000000000e+01,0.000000000000000000e+00,6.687500000000000000e+02,2.219656504957467646e+01,4.397500000000000000e+02,1.687268502639695456e+01,1.700000000000000000e+01,1.870828693386970665e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.950613438384856124e-01,3.378561581209194586e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.049707602339181145e-01,9.711256622141195560e-02,2.559001058340072632e+01,1.609097099507680895e+01,1.268948743939399719e+02,3.642071784354205732e+01,1.660750000000000000e+03,9.364160400164021070e+00,1.696250000000000568e+01,4.682080200082009425e-01
7.757539873394316832e-01,9.835640966036269736e-03,2.679832993407380570e-01,2.076411660219200719e-02,1.231460000000000008e+02,9.509477798491353440e+00,1.176199999999999868e+01,3.312793383234153288e-01,1.335980000000000132e+02,1.482467254275789870e+01,8.696900000000000830e+01,9.192130819347603676e+00,7.434637510347061884e-01,2.918139349661774337e-02,8.597801171844683399e-01,7.056491986124038829e-02,7.323405579846709035e-01,1.497407425117485702e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.727500000000000000e+02,1.987932342913108386e+01,2.050000000000000000e+01,5.000000000000000000e-01,6.742500000000000000e+02,2.573300409979371395e+01,4.405000000000000000e+02,1.868823159103075682e+01,2.650000000000000000e+01,8.616843969807042924e+00,4.750000000000000000e+00,8.291561975888499525e-01,1.600000000000000000e+01,4.898979485566355763e+00,9.500000000000000000e+00,2.872281323269014308e+00,4.067529503147802594e-01,4.074323181346604095e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.458204334365324595e-01,1.105227986748153896e-01,3.652471196651458740e+01,2.441707298108282842e+01,1.634195863604545593e+02,6.047468105443513764e+01,2.065250000000000000e+03,2.087312865863668421e+01,1.738999999999999702e+01,8.349251463454667732e-01
8.034887465305210474e-01,2.909593937196877991e-02,3.094430986896002378e-01,2.562539024010322686e-02,1.235769999999999982e+02,6.757347630542629879e+00,1.146349999999999980e+01,9.096113180914143781e-01,1.316234999999999786e+02,5.224268058781051494e+00,8.576649999999999352e+01,3.673733625346287557e+00,7.788179718767067605e-01,3.812344543061113589e-02,9.177683423988429734e-01,3.242049830921960030e-02,7.545802956710252474e-01,2.088860961164848151e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.877500000000000000e+02,1.249749974994998780e+01,2.000000000000000000e+01,0.000000000000000000e+00,7.107500000000000000e+02,3.246055298358301400e+01,4.672500000000000000e+02,2.381569860407206107e+01,3.000000000000000000e+01,8.246211251235321171e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,4.337138350325590030e-01,4.337356558317320143e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.105263157894735171e-01,3.950291315507963724e-02,4.557477736473083496e+01,1.486169523364948120e+01,2.089943637251853943e+02,7.391119090033210171e+01,2.471250000000000000e+03,2.959201750472583115e+01,1.762500000000000000e+01,9.864005834908602388e-01
8.078066417839980806e-01,2.245850434627956471e-02,3.254622107761604433e-01,1.846970266452465162e-02,1.263294999999999959e+02,1.629596878832307638e+01,1.184499999999999886e+01,1.610725612883832980e+00,1.299724999999999966e+02,6.049857911554618717e+00,8.451800000000000068e+01,3.991184786501371651e+00,7.841123613547628102e-01,4.606099969306123171e-02,9.255551722387669322e-01,3.111472943106132968e-02,7.545802956710252474e-01,2.088860961164848151e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.772500000000000000e+02,5.539629951540084640e+00,2.025000000000000000e+01,4.330127018922192983e-01,6.777500000000000000e+02,2.694786633483252203e+01,4.427500000000000000e+02,1.857922226574621760e+01,3.375000000000000000e+01,8.954747344286158039e+00,4.500000000000000000e+00,8.660254037844385966e-01,1.450000000000000000e+01,4.330127018922193649e+00,9.250000000000000000e+00,3.897114317029974018e+00,4.510105400031757528e-01,4.514586819327165435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.105263157894735171e-01,3.950291315507963724e-02,4.786051011085510254e+01,6.871519244631961065e+00,2.568548738360404968e+02,7.612543418270546169e+01,2.872250000000000000e+03,3.940415587219195714e+01,1.793571428571428683e+01,1.125833024919772551e+00
7.969483021755108254e-01,1.775199261157377195e-02,3.449522042495282159e-01,2.087576941449190843e-02,1.295105000000000075e+02,2.577876069073142418e+01,1.234499999999999886e+01,2.257251647468664579e+00,1.330020000000000095e+02,1.254030454175655507e+01,8.624600000000000932e+01,7.904277196556308560e+00,8.089218269776915493e-01,5.037703846192201351e-02,8.937768041776403827e-01,2.869792054917160926e-02,8.052158548067287480e-01,1.872652685138825601e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.695000000000000000e+02,2.797766966707556335e+01,2.000000000000000000e+01,0.000000000000000000e+00,6.640000000000000000e+02,4.028026812224565845e+01,4.335000000000000000e+02,2.368016047242923605e+01,3.700000000000000000e+01,1.254990039801113255e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,6.715168527107184815e-01,3.882980957606155803e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.130718954248364660e-01,2.434146986867457077e-02,5.160024362802505493e+01,9.610063845046317610e+00,3.084551174640655518e+02,6.944683934166997119e+01,3.270000000000000000e+03,4.497221364353771378e+01,1.824999999999999645e+01,1.124305341088448040e+00
8.522162980356283724e-01,2.197095074203577608e-02,3.624348696215158316e-01,2.432373387348240115e-02,1.260790000000000077e+02,1.472847218824817261e+01,1.281150000000000233e+01,2.637249466774048923e+00,1.353985000000000127e+02,1.564593585408044341e+01,8.759450000000001069e+01,9.878619172232527390e+00,8.392779985277949439e-01,4.532428521053683684e-02,8.355449442028359819e-01,7.820077922494035605e-02,7.244101460349408050e-01,1.704846525913618627e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.355000000000000000e+02,5.156791638218476947e+01,2.025000000000000000e+01,4.330127018922192983e-01,6.255000000000000000e+02,8.130344396149526176e+01,4.045000000000000000e+02,5.552702044950728322e+01,3.475000000000000000e+01,8.757139944068496717e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,8.721789773546744229e-01,2.084755946050878203e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.732247284878863480e-01,8.613636205246158473e-02,5.613872396945953369e+01,2.283350184195093036e+01,3.645938414335250854e+02,5.527727779347495130e+01,3.662250000000000000e+03,4.268708821177663992e+01,1.861666666666666714e+01,9.486019602617058455e-01
8.520759837739202425e-01,4.555757521191754894e-02,3.806498785558239395e-01,2.828745875469736160e-02,1.209329999999999927e+02,1.145944540542866363e+01,1.284750000000000014e+01,2.498610964115861588e+00,1.353375000000000057e+02,1.620670178506410153e+01,8.717150000000000887e+01,1.033752159610803467e+01,8.644443249921667238e-01,2.602291026146056480e-02,8.945336134982654341e-01,3.087121838577209024e-02,8.108625127918178688e-01,1.702590134832911162e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.727500000000000000e+02,1.371814491831894856e+01,2.050000000000000000e+01,5.000000000000000000e-01,6.790000000000000000e+02,1.759261208575918189e+01,4.415000000000000000e+02,1.631716887208072109e+01,3.800000000000000000e+01,6.204836822995428491e+00,4.250000000000000000e+00,4.330127018922192983e-01,1.300000000000000000e+01,1.732050807568877193e+00,7.750000000000000000e+00,1.299038105676658006e+00,9.003560005403152822e-01,4.255239531139599213e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.014985380116958824e-01,5.935333789992373876e-02,5.364361488819122314e+01,1.674214618870863092e+01,4.182374563217163086e+02,5.189608887190666309e+01,4.052750000000000000e+03,3.702279703101860520e+01,1.894500000000000028e+01,7.404559406203692351e-01
