8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00,8.500000000000000000e+00
9.233999999999999986e+00,9.362000000000000099e+00,9.958000000000000185e+00,9.176000000000000156e+00,9.699999999999999289e+00,1.001200000000000045e+01,9.732000000000001094e+00,9.699999999999999289e+00,9.362000000000000099e+00,9.176000000000000156e+00,9.958000000000000185e+00,9.449999999999999289e+00,1.004199999999999982e+01,9.314000000000000057e+00,1.015399999999999991e+01,9.032000000000000028e+00,9.279999999999999361e+00,9.912000000000000810e+00,9.195999999999999730e+00,9.187999999999998835e+00,9.869999999999999218e+00,9.842000000000000526e+00,9.720000000000000639e+00,9.812000000000001165e+00,9.631999999999999673e+00,9.880000000000000782e+00,9.997999999999999332e+00,9.646000000000000796e+00,9.410000000000000142e+00,9.832000000000000739e+00,9.482000000000001094e+00,9.679999999999999716e+00,9.500000000000000000e+00,9.717999999999999972e+00,9.634000000000000341e+00,9.833999999999999631e+00
1.006600000000000072e+01,1.060799999999999876e+01,1.001399999999999935e+01,9.842000000000000526e+00,9.477999999999999758e+00,1.001200000000000045e+01,9.582000000000000739e+00,9.794000000000000483e+00,1.014799999999999969e+01,9.605999999999999872e+00,1.017399999999999949e+01,9.837999999999999190e+00,1.003999999999999915e+01,1.002399999999999913e+01,1.033599999999999852e+01,1.010799999999999876e+01,1.002200000000000024e+01,1.022600000000000087e+01,9.607999999999998764e+00,1.075400000000000134e+01,1.038199999999999967e+01,1.028599999999999959e+01,9.477999999999999758e+00,9.880000000000000782e+00,9.007999999999999119e+00,1.019200000000000017e+01,1.026200000000000045e+01,1.036800000000000033e+01,1.023200000000000109e+01,1.031200000000000117e+01,9.732000000000001094e+00,9.500000000000000000e+00,1.034599999999999831e+01,1.082799999999999940e+01,1.095400000000000063e+01,9.618000000000000327e+00
1.047799999999999976e+01,1.148400000000000176e+01,1.088400000000000034e+01,1.050400000000000134e+01,1.029800000000000004e+01,1.134200000000000053e+01,1.049400000000000155e+01,1.116400000000000148e+01,1.183999999999999986e+01,1.064599999999999902e+01,1.112199999999999989e+01,1.125200000000000067e+01,1.070400000000000063e+01,1.121599999999999930e+01,1.058200000000000074e+01,1.155400000000000027e+01,1.131000000000000050e+01,1.156400000000000006e+01,1.100400000000000134e+01,1.286999999999999922e+01,1.184599999999999831e+01,1.123799999999999955e+01,1.035200000000000031e+01,1.068200000000000038e+01,9.863999999999998991e+00,1.147000000000000064e+01,1.115799999999999947e+01,1.100400000000000134e+01,1.181599999999999895e+01,1.105000000000000071e+01,1.084400000000000119e+01,1.075400000000000134e+01,1.095400000000000063e+01,1.186599999999999966e+01,1.215799999999999947e+01,1.126999999999999957e+01
1.016200000000000081e+01,1.228800000000000026e+01,1.090000000000000036e+01,1.087800000000000011e+01,1.098799999999999955e+01,1.133599999999999852e+01,1.059599999999999831e+01,1.171599999999999930e+01,1.228599999999999959e+01,1.136800000000000033e+01,1.167799999999999905e+01,1.310799999999999876e+01,1.025000000000000000e+01,1.218999999999999950e+01,1.129800000000000004e+01,1.200799999999999912e+01,1.394200000000000017e+01,1.404199999999999982e+01,1.127200000000000024e+01,1.406799999999999962e+01,1.286599999999999966e+01,1.166799999999999926e+01,1.126200000000000045e+01,1.224799999999999933e+01,1.316799999999999926e+01,1.452799999999999869e+01,1.140799999999999947e+01,1.150200000000000067e+01,1.387599999999999945e+01,1.132000000000000028e+01,1.051400000000000112e+01,1.054599999999999937e+01,1.345400000000000063e+01,1.260799999999999876e+01,1.332799999999999940e+01,1.254400000000000048e+01
9.839999999999999858e+00,1.171400000000000041e+01,1.132000000000000028e+01,1.089400000000000013e+01,1.094999999999999929e+01,1.188599999999999923e+01,1.078999999999999915e+01,1.296400000000000041e+01,1.079199999999999982e+01,1.068599999999999994e+01,1.141200000000000081e+01,1.406400000000000006e+01,1.046799999999999997e+01,1.282000000000000028e+01,1.136800000000000033e+01,1.200400000000000134e+01,1.605000000000000071e+01,1.435999999999999943e+01,1.121599999999999930e+01,1.269800000000000040e+01,1.378599999999999959e+01,1.092999999999999972e+01,1.210200000000000031e+01,1.299599999999999866e+01,1.492599999999999838e+01,1.452400000000000091e+01,1.164000000000000057e+01,1.169599999999999973e+01,1.331000000000000050e+01,1.106200000000000117e+01,1.027599999999999980e+01,1.093599999999999994e+01,1.507799999999999940e+01,1.218999999999999950e+01,1.573000000000000043e+01,1.354599999999999937e+01
9.816000000000000725e+00,1.182599999999999874e+01,1.091799999999999926e+01,1.115799999999999947e+01,1.053999999999999915e+01,1.240599999999999881e+01,1.113799999999999990e+01,1.451999999999999957e+01,1.069200000000000017e+01,1.047799999999999976e+01,1.168999999999999950e+01,1.218200000000000038e+01,1.097400000000000020e+01,1.316200000000000081e+01,1.157599999999999874e+01,1.171400000000000041e+01,1.780000000000000071e+01,1.377799999999999869e+01,1.105000000000000071e+01,1.177200000000000024e+01,1.236999999999999922e+01,1.076599999999999824e+01,1.246799999999999997e+01,1.338599999999999923e+01,1.365599999999999881e+01,1.392400000000000126e+01,1.208000000000000007e+01,1.261599999999999966e+01,1.253999999999999915e+01,1.138400000000000034e+01,1.056599999999999895e+01,1.074599999999999866e+01,1.523200000000000109e+01,1.124599999999999866e+01,1.720599999999999952e+01,1.392599999999999838e+01
1.190000000000000036e+01,1.237800000000000011e+01,1.083599999999999852e+01,1.104199999999999982e+01,1.073200000000000109e+01,1.368799999999999883e+01,1.101200000000000045e+01,1.602599999999999980e+01,1.062400000000000055e+01,1.037800000000000011e+01,1.235200000000000031e+01,1.161599999999999966e+01,1.129599999999999937e+01,1.475400000000000134e+01,1.237199999999999989e+01,1.173000000000000043e+01,1.865399999999999991e+01,1.244800000000000040e+01,1.098799999999999955e+01,1.139200000000000124e+01,1.199000000000000021e+01,1.044200000000000017e+01,1.213199999999999967e+01,1.347200000000000131e+01,1.349599999999999866e+01,1.303400000000000070e+01,1.184799999999999898e+01,1.348599999999999888e+01,1.263799999999999990e+01,1.190599999999999881e+01,1.039200000000000124e+01,1.077999999999999936e+01,1.547799999999999976e+01,1.082200000000000095e+01,1.710000000000000142e+01,1.361400000000000077e+01
1.295400000000000063e+01,1.350599999999999845e+01,1.090799999999999947e+01,1.138400000000000034e+01,1.113199999999999967e+01,1.465000000000000036e+01,1.089799999999999969e+01,1.713200000000000145e+01,1.035799999999999876e+01,1.104400000000000048e+01,1.271199999999999974e+01,1.172200000000000131e+01,1.345400000000000063e+01,1.634199999999999875e+01,1.365599999999999881e+01,1.151599999999999824e+01,1.904599999999999937e+01,1.113000000000000078e+01,1.096199999999999974e+01,1.107200000000000095e+01,1.103200000000000003e+01,1.137800000000000011e+01,1.139000000000000057e+01,1.349799999999999933e+01,1.414799999999999969e+01,1.211200000000000010e+01,1.285400000000000098e+01,1.358999999999999986e+01,1.264000000000000057e+01,1.211800000000000033e+01,1.071799999999999997e+01,1.083999999999999986e+01,1.597200000000000131e+01,1.065200000000000102e+01,1.718400000000000105e+01,1.341999999999999993e+01
1.176799999999999891e+01,1.370599999999999952e+01,1.094200000000000017e+01,1.119599999999999973e+01,1.064599999999999902e+01,1.478599999999999959e+01,1.043799999999999883e+01,1.680599999999999739e+01,1.065200000000000102e+01,1.075599999999999845e+01,1.317599999999999838e+01,1.224000000000000021e+01,1.464400000000000013e+01,1.769599999999999795e+01,1.685999999999999943e+01,1.179800000000000004e+01,1.844200000000000017e+01,1.100000000000000000e+01,1.082400000000000162e+01,1.111200000000000010e+01,1.072599999999999909e+01,1.263400000000000034e+01,1.098000000000000043e+01,1.383599999999999852e+01,1.407799999999999940e+01,1.157799999999999940e+01,1.364400000000000013e+01,1.329800000000000004e+01,1.271799999999999997e+01,1.240000000000000036e+01,1.057200000000000095e+01,1.096400000000000041e+01,1.587199999999999989e+01,1.103999999999999915e+01,1.716000000000000014e+01,1.398400000000000176e+01
